event_id,truth_class,component_id,area_km2,preclip_area_km2,domain_status,retained_at_15000,centroid_lon,centroid_lat,min_lon,min_lat,max_lon,max_lat,artifact_method
20260728_19Z_F04,Sparse,13,11697.836214189765,11697.83621418977,inside,False,-103.38437323006347,40.06757085020539,-103.9700007436929,39.4200000000031,-102.77000077798422,40.770000000002824,legacy independent-max frozen truth
20260728_19Z_F04,Sparse,14,9104.996077858214,9119.142010910049,crossing,False,-104.41178644535415,45.513571428573314,-105.1200007108304,44.97000000000199,-103.72000075083693,46.02000000000179,legacy independent-max frozen truth
20260728_19Z_F04,Sparse,15,32876.70815034861,32876.70815034861,inside,True,-82.7244738278714,35.59469418960632,-84.42000130235559,34.97000000000398,-80.77000140665834,36.27000000000372,legacy independent-max frozen truth
20260728_19Z_F04,Sparse,16,3937.203604039075,3937.203604039076,inside,False,-79.58076093431308,36.313354430383455,-79.97000142951921,35.97000000000378,-79.22000145095129,36.62000000000366,legacy independent-max frozen truth
20260728_19Z_F04,Sparse,17,5525.335163323159,5525.335163323159,inside,False,-79.50189799461995,39.679698275865086,-79.92000143094802,39.22000000000314,-79.0200014566665,40.07000000000296,legacy independent-max frozen truth
20260728_19Z_F04,Sparse,18,7029.529623627503,7029.5296236275035,inside,False,-102.63245952778922,41.45226072607532,-103.17000076655378,41.02000000000278,-102.12000079655868,41.9200000000026,legacy independent-max frozen truth
20260728_19Z_F04,Sparse,19,75190.08790875839,75190.83080799703,crossing,True,-76.0421638753062,39.58011414077664,-78.67000146666814,36.8700000000036,-73.9200016024046,42.22000000000254,legacy independent-max frozen truth
20260728_19Z_F04,Sparse,20,3495.9366352569364,3495.9366352569364,inside,False,-77.41023329074689,41.58970198675764,-77.77000149238663,41.22000000000274,-76.92000151667631,41.9200000000026,legacy independent-max frozen truth
20260728_19Z_F04,Sparse,21,9219.068545964948,9219.068545964947,inside,False,-72.76409030538673,42.82504926108614,-73.62000161097743,42.32000000000252,-71.8700016609856,43.27000000000233,legacy independent-max frozen truth
20260728_19Z_F04,Sparse,22,20857.43127410247,20857.431274102477,inside,True,-73.11608970827884,45.76551813471691,-73.9200016024046,44.67000000000205,-71.8200016624144,46.72000000000165,legacy independent-max frozen truth
