event_id,component_id,truth_class,area_km2,preclip_area_km2,domain_status,retained_at_15000,capture_fraction,current_miss,sparse_area_capture,medium_area_capture,solid_line_capture,sparse_area_unique_capture,medium_area_unique_capture,solid_line_unique_capture,retained_medium_core_fraction,nearest_forecast_class,nearest_forecast_distance_km,artccs,min_lon,min_lat,max_lon,max_lat,artifact_method,report_label
20260524_19Z_F06,6,Sparse,23112.2532517163,23112.253251716305,inside,True,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sparse AREA,101.97688030196143,ZJX,-86.07000125520503,29.770000000004224,-83.97000131521483,31.370000000004474,legacy independent-max frozen truth,ZJX - Missed (Area M1)
20260524_19Z_F06,7,Sparse,51656.714782866264,51656.714782866205,inside,True,0.5843023738134892,False,0.5843023738134892,0.0,0.0,0.5843023738134892,0.0,0.0,0.4256420314793035,Sparse AREA,0.0,ZJX/ZTL,-84.82000129092515,31.82000000000454,-81.72000137951105,35.3700000000039,legacy independent-max frozen truth,
20260524_19Z_F06,8,Sparse,11326.847264930979,11326.84726493098,inside,False,0.2975838618964007,False,0.2975838618964007,0.0,0.0,0.2975838618964007,0.0,0.0,0.0,Sparse AREA,0.0,ZJX,-83.12000133950451,28.770000000004067,-81.97000137236702,29.970000000004255,legacy independent-max frozen truth,
20260524_19Z_F06,9,Sparse,26162.766841550732,26162.76684155073,inside,True,0.6879141039030587,False,0.6879141039030587,0.0,0.0,0.6879141039030587,0.0,0.0,0.0,Sparse AREA,0.0,ZDC/ZID/ZOB/ZTL,-81.72000137951105,36.77000000000362,-79.97000142951921,39.3700000000031,legacy independent-max frozen truth,
20260728_19Z_F04,1,Sparse,11017.492917523392,11017.492917523396,inside,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sparse AREA,64.65555835483102,ZDV/ZLA,-113.3700004750776,36.27000000000372,-111.72000052222816,37.3700000000035,legacy independent-max frozen truth,
20260728_19Z_F04,2,Sparse,3864.379168598807,3864.379168598807,inside,False,0.9999999999999999,False,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,Sparse AREA,0.0,ZLC,-113.77000046364716,42.02000000000258,-112.97000048650804,42.72000000000244,legacy independent-max frozen truth,
20260728_19Z_F04,6,Sparse,2255.5013490827578,2255.501349082758,inside,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sparse AREA,26.76803297816922,ZAB,-108.57000061224286,32.670000000004435,-108.07000062653091,33.22000000000433,legacy independent-max frozen truth,
20260728_19Z_F04,7,Sparse,45841.328229367806,45841.32822936776,inside,True,0.8938420802555715,False,0.8938420802555715,0.0,0.0,0.8938420802555715,0.0,0.0,0.0,Sparse AREA,0.0,ZAB/ZDV,-109.82000057652274,33.920000000004194,-105.92000068796952,36.220000000003736,legacy independent-max frozen truth,
20260728_19Z_F04,8,Sparse,784.1035016188922,784.1035016188923,inside,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sparse AREA,180.65341594084788,ZLC,-112.17000050936892,37.47000000000348,-111.77000052079936,37.72000000000344,legacy independent-max frozen truth,
20260728_19Z_F04,10,Sparse,2104.0565820800007,2104.056582080001,inside,False,0.9999999999999999,False,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,Sparse AREA,0.0,ZAB,-105.47000070082876,35.620000000003856,-104.92000071654562,36.120000000003756,legacy independent-max frozen truth,
